"recommendation_id","student_id","recommendation_description","activity_id","provider_id"
153803,359,"Game Development",11,4
153804,359,"Coding Bootcamp",10,4
153805,359,"Astronomy Nights",9,3
153806,360,"Robotics Club",8,3
153807,360,"Coding Bootcamp",10,4
153808,360,"Science Experiments",7,3
153809,360,"Astronomy Nights",9,3
153810,360,"Web Design",12,4
153811,361,"Robotics Club",8,3
153812,361,"Science Experiments",7,3
153813,361,"Astronomy Nights",9,3
153814,361,"Guitar Classes",5,2
153815,361,"Violin Training",6,2
153816,362,"Robotics Club",8,3
153817,362,"Coding Bootcamp",10,4
153818,362,"Web Design",12,4
153819,362,"Game Development",11,4
153820,362,"Astronomy Nights",9,3
153821,363,"Web Design",12,4
153822,363,"Game Development",11,4
153823,363,"Coding Bootcamp",10,4
153824,363,"Astronomy Nights",9,3
153825,363,"Robotics Club",8,3
153826,364,"Robotics Club",8,3
153827,364,"Web Design",12,4
153828,364,"Game Development",11,4
153829,364,"Coding Bootcamp",10,4
153830,364,"Astronomy Nights",9,3
153831,365,"Robotics Club",8,3
153832,365,"Game Development",11,4
153833,365,"Coding Bootcamp",10,4
153834,365,"Web Design",12,4
153835,365,"Astronomy Nights",9,3
153836,366,"Robotics Club",8,3
153837,366,"Guitar Classes",5,2
153838,366,"Violin Training",6,2
153839,366,"Piano Lessons",4,2
153840,366,"Web Design",12,4
153841,367,"Science Experiments",7,3
153842,367,"Robotics Club",8,3
153843,367,"Astronomy Nights",9,3
153844,367,"Web Design",12,4
153845,367,"Game Development",11,4
153846,368,"Robotics Club",8,3
153847,368,"Science Experiments",7,3
153848,368,"Astronomy Nights",9,3
153849,368,"Guitar Classes",5,2
153850,368,"Violin Training",6,2
153851,369,"Robotics Club",8,3
153852,369,"Drawing Classes",2,1
153853,369,"Clay Modeling",1,1
153854,369,"Web Design",12,4
153855,369,"Game Development",11,4
153856,370,"Web Design",12,4
153857,370,"Game Development",11,4
153858,370,"Coding Bootcamp",10,4
153859,370,"Astronomy Nights",9,3
153860,370,"Robotics Club",8,3
153861,371,"Robotics Club",8,3
153862,371,"Coding Bootcamp",10,4
153863,371,"Game Development",11,4
153864,371,"Web Design",12,4
153865,371,"Astronomy Nights",9,3
153866,372,"Robotics Club",8,3
153867,372,"Web Design",12,4
153868,372,"Game Development",11,4
153869,372,"Coding Bootcamp",10,4
153870,372,"Astronomy Nights",9,3
153871,373,"Web Design",12,4
153872,373,"Game Development",11,4
153873,373,"Coding Bootcamp",10,4
153874,373,"Astronomy Nights",9,3
153875,373,"Robotics Club",8,3
153876,374,"Robotics Club",8,3
153877,374,"Guitar Classes",5,2
153878,374,"Violin Training",6,2
153879,374,"Piano Lessons",4,2
153880,374,"Web Design",12,4
153881,375,"Robotics Club",8,3
153882,375,"Web Design",12,4
153883,375,"Game Development",11,4
153884,375,"Coding Bootcamp",10,4
153885,375,"Astronomy Nights",9,3
153886,376,"Robotics Club",8,3
153887,376,"Guitar Classes",5,2
153888,376,"Violin Training",6,2
153889,376,"Piano Lessons",4,2
153890,376,"Web Design",12,4
153891,377,"Coding Bootcamp",10,4
153892,377,"Robotics Club",8,3
153893,377,"Web Design",12,4
153894,377,"Game Development",11,4
153895,377,"Astronomy Nights",9,3
153896,378,"Robotics Club",8,3
153897,378,"Coding Bootcamp",10,4
153898,378,"Web Design",12,4
153899,378,"Game Development",11,4
153900,378,"Astronomy Nights",9,3
153901,379,"Web Design",12,4
153902,379,"Game Development",11,4
153903,379,"Coding Bootcamp",10,4
153904,379,"Astronomy Nights",9,3
153905,379,"Robotics Club",8,3
153906,380,"Robotics Club",8,3
153907,380,"Coding Bootcamp",10,4
153908,380,"Game Development",11,4
153909,380,"Web Design",12,4
153910,380,"Astronomy Nights",9,3
153911,381,"Robotics Club",8,3
153912,381,"Web Design",12,4
153913,381,"Game Development",11,4
153914,381,"Coding Bootcamp",10,4
153915,381,"Astronomy Nights",9,3
153916,382,"Science Experiments",7,3
153917,382,"Robotics Club",8,3
153918,382,"Astronomy Nights",9,3
153919,382,"Guitar Classes",5,2
153920,382,"Violin Training",6,2
153921,383,"Robotics Club",8,3
153922,383,"Web Design",12,4
153923,383,"Game Development",11,4
153924,383,"Coding Bootcamp",10,4
153925,383,"Astronomy Nights",9,3
153926,384,"Robotics Club",8,3
153927,384,"Web Design",12,4
153928,384,"Game Development",11,4
153929,384,"Coding Bootcamp",10,4
153930,384,"Astronomy Nights",9,3
153931,385,"Robotics Club",8,3
153932,385,"Web Design",12,4
153933,385,"Game Development",11,4
153934,385,"Coding Bootcamp",10,4
153935,385,"Astronomy Nights",9,3
153936,386,"Robotics Club",8,3
153937,386,"Guitar Classes",5,2
153938,386,"Violin Training",6,2
153939,386,"Piano Lessons",4,2
153940,386,"Web Design",12,4
153941,387,"Science Experiments",7,3
153942,387,"Robotics Club",8,3
153943,387,"Astronomy Nights",9,3
153944,387,"Web Design",12,4
153945,387,"Game Development",11,4
153946,388,"Science Experiments",7,3
153947,388,"Astronomy Nights",9,3
153948,388,"Robotics Club",8,3
153949,388,"Game Development",11,4
153950,388,"Coding Bootcamp",10,4
153951,389,"Robotics Club",8,3
153952,389,"Drawing Classes",2,1
153953,389,"Clay Modeling",1,1
153954,389,"Web Design",12,4
153955,389,"Game Development",11,4
153956,390,"Robotics Club",8,3
153957,390,"Web Design",12,4
153958,390,"Game Development",11,4
153959,390,"Coding Bootcamp",10,4
153960,390,"Astronomy Nights",9,3
153961,391,"Robotics Club",8,3
153962,391,"Guitar Classes",5,2
153963,391,"Violin Training",6,2
153964,391,"Piano Lessons",4,2
153965,391,"Web Design",12,4
153966,392,"Robotics Club",8,3
153967,392,"Science Experiments",7,3
153968,392,"Astronomy Nights",9,3
153969,392,"Web Design",12,4
153970,392,"Game Development",11,4
153971,393,"Robotics Club",8,3
153972,393,"Guitar Classes",5,2
153973,393,"Violin Training",6,2
153974,393,"Piano Lessons",4,2
153975,393,"Web Design",12,4
153976,394,"Robotics Club",8,3
153977,394,"Drawing Classes",2,1
153978,394,"Clay Modeling",1,1
153979,394,"Web Design",12,4
153980,394,"Game Development",11,4
153981,395,"Robotics Club",8,3
153982,395,"Guitar Classes",5,2
153983,395,"Violin Training",6,2
153984,395,"Piano Lessons",4,2
153985,395,"Web Design",12,4
153986,396,"Robotics Club",8,3
153987,396,"Drawing Classes",2,1
153988,396,"Clay Modeling",1,1
153989,396,"Web Design",12,4
153990,396,"Game Development",11,4
153991,397,"Robotics Club",8,3
153992,397,"Web Design",12,4
153993,397,"Game Development",11,4
153994,397,"Coding Bootcamp",10,4
153995,397,"Astronomy Nights",9,3
153996,398,"Robotics Club",8,3
153997,398,"Guitar Classes",5,2
153998,398,"Violin Training",6,2
153999,398,"Piano Lessons",4,2
154000,398,"Web Design",12,4
154001,399,"Robotics Club",8,3
154002,399,"Web Design",12,4
154003,399,"Game Development",11,4
154004,399,"Coding Bootcamp",10,4
154005,399,"Astronomy Nights",9,3
154006,400,"Science Experiments",7,3
154007,400,"Robotics Club",8,3
154008,400,"Astronomy Nights",9,3
154009,400,"Guitar Classes",5,2
154010,400,"Violin Training",6,2
154011,401,"Robotics Club",8,3
154012,401,"Game Development",11,4
154013,401,"Coding Bootcamp",10,4
154014,401,"Web Design",12,4
154015,401,"Astronomy Nights",9,3
154016,402,"Robotics Club",8,3
154017,402,"Web Design",12,4
154018,402,"Game Development",11,4
154019,402,"Coding Bootcamp",10,4
154020,402,"Astronomy Nights",9,3
154021,403,"Coding Bootcamp",10,4
154022,403,"Robotics Club",8,3
154023,403,"Web Design",12,4
154024,403,"Game Development",11,4
154025,403,"Astronomy Nights",9,3
154026,404,"Robotics Club",8,3
154027,404,"Web Design",12,4
154028,404,"Game Development",11,4
154029,404,"Coding Bootcamp",10,4
154030,404,"Astronomy Nights",9,3
154031,405,"Robotics Club",8,3
154032,405,"Coding Bootcamp",10,4
154033,405,"Science Experiments",7,3
154034,405,"Astronomy Nights",9,3
154035,405,"Game Development",11,4
154036,406,"Robotics Club",8,3
154037,406,"Guitar Classes",5,2
154038,406,"Violin Training",6,2
154039,406,"Piano Lessons",4,2
154040,406,"Web Design",12,4
154041,407,"Web Design",12,4
154042,407,"Game Development",11,4
154043,407,"Coding Bootcamp",10,4
154044,407,"Astronomy Nights",9,3
154045,407,"Robotics Club",8,3
154046,408,"Robotics Club",8,3
154047,408,"Game Development",11,4
154048,408,"Coding Bootcamp",10,4
154049,408,"Web Design",12,4
154050,408,"Astronomy Nights",9,3
154051,409,"Robotics Club",8,3
154052,409,"Guitar Classes",5,2
154053,409,"Violin Training",6,2
154054,409,"Piano Lessons",4,2
154055,409,"Web Design",12,4
154056,410,"Robotics Club",8,3
154057,410,"Coding Bootcamp",10,4
154058,410,"Web Design",12,4
154059,410,"Game Development",11,4
154060,410,"Astronomy Nights",9,3
154061,411,"Robotics Club",8,3
154062,411,"Science Experiments",7,3
154063,411,"Astronomy Nights",9,3
154064,411,"Web Design",12,4
154065,411,"Game Development",11,4
154066,412,"Robotics Club",8,3
154067,412,"Guitar Classes",5,2
154068,412,"Violin Training",6,2
154069,412,"Piano Lessons",4,2
154070,412,"Web Design",12,4
154071,413,"Robotics Club",8,3
154072,413,"Guitar Classes",5,2
154073,413,"Violin Training",6,2
154074,413,"Piano Lessons",4,2
154075,413,"Web Design",12,4
154076,414,"Robotics Club",8,3
154077,414,"Web Design",12,4
154078,414,"Game Development",11,4
154079,414,"Coding Bootcamp",10,4
154080,414,"Astronomy Nights",9,3
154081,416,"Robotics Club",8,3
154082,416,"Drawing Classes",2,1
154083,416,"Clay Modeling",1,1
154084,416,"Web Design",12,4
154085,416,"Game Development",11,4
154086,417,"Robotics Club",8,3
154087,417,"Guitar Classes",5,2
154088,417,"Violin Training",6,2
154089,417,"Piano Lessons",4,2
154090,417,"Web Design",12,4
154091,418,"Robotics Club",8,3
154092,418,"Coding Bootcamp",10,4
154093,418,"Science Experiments",7,3
154094,418,"Astronomy Nights",9,3
154095,418,"Web Design",12,4
154096,419,"Robotics Club",8,3
154097,419,"Coding Bootcamp",10,4
154098,419,"Web Design",12,4
154099,419,"Game Development",11,4
154100,419,"Astronomy Nights",9,3
154101,420,"Robotics Club",8,3
154102,420,"Game Development",11,4
154103,420,"Coding Bootcamp",10,4
154104,420,"Web Design",12,4
154105,420,"Astronomy Nights",9,3
154106,421,"Web Design",12,4
154107,421,"Game Development",11,4
154108,421,"Coding Bootcamp",10,4
154109,421,"Astronomy Nights",9,3
154110,421,"Robotics Club",8,3
154111,422,"Robotics Club",8,3
154112,422,"Guitar Classes",5,2
154113,422,"Violin Training",6,2
154114,422,"Piano Lessons",4,2
154115,422,"Web Design",12,4
154116,423,"Robotics Club",8,3
154117,423,"Guitar Classes",5,2
154118,423,"Violin Training",6,2
154119,423,"Piano Lessons",4,2
154120,423,"Web Design",12,4
154121,424,"Robotics Club",8,3
154122,424,"Web Design",12,4
154123,424,"Game Development",11,4
154124,424,"Coding Bootcamp",10,4
154125,424,"Astronomy Nights",9,3
154126,425,"Robotics Club",8,3
154127,425,"Guitar Classes",5,2
154128,425,"Violin Training",6,2
154129,425,"Piano Lessons",4,2
154130,425,"Web Design",12,4
154131,426,"Science Experiments",7,3
154132,426,"Astronomy Nights",9,3
154133,426,"Web Design",12,4
154134,426,"Game Development",11,4
154135,426,"Coding Bootcamp",10,4
154136,427,"Robotics Club",8,3
154137,427,"Web Design",12,4
154138,427,"Game Development",11,4
154139,427,"Coding Bootcamp",10,4
154140,427,"Astronomy Nights",9,3
154141,428,"Robotics Club",8,3
154142,428,"Web Design",12,4
154143,428,"Game Development",11,4
154144,428,"Coding Bootcamp",10,4
154145,428,"Astronomy Nights",9,3
154146,429,"Robotics Club",8,3
154147,429,"Coding Bootcamp",10,4
154148,429,"Web Design",12,4
154149,429,"Game Development",11,4
154150,429,"Astronomy Nights",9,3
154151,430,"Robotics Club",8,3
154152,430,"Drawing Classes",2,1
154153,430,"Clay Modeling",1,1
154154,430,"Web Design",12,4
154155,430,"Game Development",11,4
154156,431,"Robotics Club",8,3
154157,431,"Coding Bootcamp",10,4
154158,431,"Web Design",12,4
154159,431,"Game Development",11,4
154160,431,"Astronomy Nights",9,3
154161,432,"Robotics Club",8,3
154162,432,"Guitar Classes",5,2
154163,432,"Violin Training",6,2
154164,432,"Piano Lessons",4,2
154165,432,"Web Design",12,4
154166,433,"Science Experiments",7,3
154167,433,"Robotics Club",8,3
154168,433,"Astronomy Nights",9,3
154169,433,"Web Design",12,4
154170,433,"Game Development",11,4
154171,434,"Robotics Club",8,3
154172,434,"Web Design",12,4
154173,434,"Game Development",11,4
154174,434,"Coding Bootcamp",10,4
154175,434,"Astronomy Nights",9,3
154176,435,"Robotics Club",8,3
154177,435,"Web Design",12,4
154178,435,"Game Development",11,4
154179,435,"Coding Bootcamp",10,4
154180,435,"Astronomy Nights",9,3
154181,436,"Robotics Club",8,3
154182,436,"Web Design",12,4
154183,436,"Game Development",11,4
154184,436,"Coding Bootcamp",10,4
154185,436,"Astronomy Nights",9,3
154186,437,"Science Experiments",7,3
154187,437,"Robotics Club",8,3
154188,437,"Astronomy Nights",9,3
154189,437,"Web Design",12,4
154190,437,"Game Development",11,4
154191,438,"Robotics Club",8,3
154192,438,"Science Experiments",7,3
154193,438,"Astronomy Nights",9,3
154194,438,"Web Design",12,4
154195,438,"Game Development",11,4
154196,439,"Robotics Club",8,3
154197,439,"Coding Bootcamp",10,4
154198,439,"Web Design",12,4
154199,439,"Game Development",11,4
154200,439,"Astronomy Nights",9,3
154201,440,"Robotics Club",8,3
154202,440,"Guitar Classes",5,2
154203,440,"Violin Training",6,2
154204,440,"Piano Lessons",4,2
154205,440,"Web Design",12,4
154206,441,"Robotics Club",8,3
154207,441,"Coding Bootcamp",10,4
154208,441,"Web Design",12,4
154209,441,"Game Development",11,4
154210,441,"Astronomy Nights",9,3
154211,442,"Robotics Club",8,3
154212,442,"Science Experiments",7,3
154213,442,"Astronomy Nights",9,3
154214,442,"Drawing Classes",2,1
154215,442,"Clay Modeling",1,1
154216,443,"Robotics Club",8,3
154217,443,"Coding Bootcamp",10,4
154218,443,"Web Design",12,4
154219,443,"Game Development",11,4
154220,443,"Astronomy Nights",9,3
154221,444,"Web Design",12,4
154222,444,"Game Development",11,4
154223,444,"Coding Bootcamp",10,4
154224,444,"Astronomy Nights",9,3
154225,444,"Robotics Club",8,3
154226,445,"Robotics Club",8,3
154227,445,"Guitar Classes",5,2
154228,445,"Violin Training",6,2
154229,445,"Piano Lessons",4,2
154230,445,"Game Development",11,4
154231,446,"Science Experiments",7,3
154232,446,"Robotics Club",8,3
154233,446,"Astronomy Nights",9,3
154234,446,"Web Design",12,4
154235,446,"Game Development",11,4
154236,448,"Science Experiments",7,3
154237,448,"Robotics Club",8,3
154238,448,"Astronomy Nights",9,3
154239,448,"Web Design",12,4
154240,448,"Game Development",11,4
154241,449,"Robotics Club",8,3
154242,449,"Game Development",11,4
154243,449,"Coding Bootcamp",10,4
154244,449,"Web Design",12,4
154245,449,"Astronomy Nights",9,3
154246,450,"Robotics Club",8,3
154247,450,"Web Design",12,4
154248,450,"Game Development",11,4
154249,450,"Coding Bootcamp",10,4
154250,450,"Astronomy Nights",9,3
154251,451,"Robotics Club",8,3
154252,451,"Drawing Classes",2,1
154253,451,"Clay Modeling",1,1
154254,451,"Web Design",12,4
154255,451,"Game Development",11,4
154256,452,"Robotics Club",8,3
154257,452,"Guitar Classes",5,2
154258,452,"Violin Training",6,2
154259,452,"Piano Lessons",4,2
154260,452,"Web Design",12,4
154261,453,"Robotics Club",8,3
154262,453,"Web Design",12,4
154263,453,"Game Development",11,4
154264,453,"Coding Bootcamp",10,4
154265,453,"Astronomy Nights",9,3
154266,454,"Robotics Club",8,3
154267,454,"Web Design",12,4
154268,454,"Game Development",11,4
154269,454,"Coding Bootcamp",10,4
154270,454,"Astronomy Nights",9,3
154271,455,"Web Design",12,4
154272,455,"Game Development",11,4
154273,455,"Coding Bootcamp",10,4
154274,455,"Astronomy Nights",9,3
154275,455,"Robotics Club",8,3
154276,456,"Robotics Club",8,3
154277,456,"Game Development",11,4
154278,456,"Coding Bootcamp",10,4
154279,456,"Web Design",12,4
154280,456,"Astronomy Nights",9,3
154281,457,"Robotics Club",8,3
154282,457,"Web Design",12,4
154283,457,"Game Development",11,4
154284,457,"Coding Bootcamp",10,4
154285,457,"Astronomy Nights",9,3
154286,458,"Robotics Club",8,3
154287,458,"Guitar Classes",5,2
154288,458,"Violin Training",6,2
154289,458,"Piano Lessons",4,2
154290,458,"Web Design",12,4
154291,459,"Robotics Club",8,3
154292,459,"Guitar Classes",5,2
154293,459,"Violin Training",6,2
154294,459,"Piano Lessons",4,2
154295,459,"Web Design",12,4
154296,460,"Robotics Club",8,3
154297,460,"Coding Bootcamp",10,4
154298,460,"Web Design",12,4
154299,460,"Game Development",11,4
154300,460,"Astronomy Nights",9,3
154301,461,"Robotics Club",8,3
154302,461,"Guitar Classes",5,2
154303,461,"Violin Training",6,2
154304,461,"Piano Lessons",4,2
154305,461,"Web Design",12,4
154306,462,"Robotics Club",8,3
154307,462,"Game Development",11,4
154308,462,"Coding Bootcamp",10,4
154309,462,"Web Design",12,4
154310,462,"Astronomy Nights",9,3
154311,463,"Robotics Club",8,3
154312,463,"Web Design",12,4
154313,463,"Game Development",11,4
154314,463,"Coding Bootcamp",10,4
154315,463,"Astronomy Nights",9,3
154316,464,"Science Experiments",7,3
154317,464,"Robotics Club",8,3
154318,464,"Astronomy Nights",9,3
154319,464,"Web Design",12,4
154320,464,"Game Development",11,4
154321,465,"Robotics Club",8,3
154322,465,"Guitar Classes",5,2
154323,465,"Violin Training",6,2
154324,465,"Piano Lessons",4,2
154325,465,"Web Design",12,4
154326,466,"Coding Bootcamp",10,4
154327,466,"Robotics Club",8,3
154328,466,"Web Design",12,4
154329,466,"Game Development",11,4
154330,466,"Astronomy Nights",9,3
154331,467,"Robotics Club",8,3
154332,467,"Web Design",12,4
154333,467,"Game Development",11,4
154334,467,"Coding Bootcamp",10,4
154335,467,"Astronomy Nights",9,3
154336,468,"Robotics Club",8,3
154337,468,"Web Design",12,4
154338,468,"Game Development",11,4
154339,468,"Coding Bootcamp",10,4
154340,468,"Astronomy Nights",9,3
154341,469,"Robotics Club",8,3
154342,469,"Drawing Classes",2,1
154343,469,"Clay Modeling",1,1
154344,469,"Web Design",12,4
154345,469,"Game Development",11,4
154346,470,"Robotics Club",8,3
154347,470,"Guitar Classes",5,2
154348,470,"Violin Training",6,2
154349,470,"Piano Lessons",4,2
154350,470,"Web Design",12,4
154351,471,"Robotics Club",8,3
154352,471,"Drawing Classes",2,1
154353,471,"Clay Modeling",1,1
154354,471,"Web Design",12,4
154355,471,"Game Development",11,4
154356,472,"Robotics Club",8,3
154357,472,"Coding Bootcamp",10,4
154358,472,"Web Design",12,4
154359,472,"Game Development",11,4
154360,472,"Astronomy Nights",9,3
154361,473,"Science Experiments",7,3
154362,473,"Robotics Club",8,3
154363,473,"Astronomy Nights",9,3
154364,473,"Web Design",12,4
154365,473,"Game Development",11,4
154366,474,"Robotics Club",8,3
154367,474,"Drawing Classes",2,1
154368,474,"Clay Modeling",1,1
154369,474,"Web Design",12,4
154370,474,"Game Development",11,4
154371,475,"Robotics Club",8,3
154372,475,"Guitar Classes",5,2
154373,475,"Violin Training",6,2
154374,475,"Piano Lessons",4,2
154375,475,"Web Design",12,4
154376,476,"Robotics Club",8,3
154377,476,"Guitar Classes",5,2
154378,476,"Violin Training",6,2
154379,476,"Piano Lessons",4,2
154380,476,"Web Design",12,4
154381,477,"Web Design",12,4
154382,477,"Game Development",11,4
154383,477,"Coding Bootcamp",10,4
154384,477,"Astronomy Nights",9,3
154385,477,"Robotics Club",8,3
154386,478,"Science Experiments",7,3
154387,478,"Robotics Club",8,3
154388,478,"Astronomy Nights",9,3
154389,478,"Web Design",12,4
154390,478,"Game Development",11,4
154391,479,"Robotics Club",8,3
154392,479,"Web Design",12,4
154393,479,"Game Development",11,4
154394,479,"Coding Bootcamp",10,4
154395,479,"Astronomy Nights",9,3
154396,480,"Robotics Club",8,3
154397,480,"Guitar Classes",5,2
154398,480,"Violin Training",6,2
154399,480,"Piano Lessons",4,2
154400,480,"Web Design",12,4
154401,481,"Robotics Club",8,3
154402,481,"Web Design",12,4
154403,481,"Game Development",11,4
154404,481,"Coding Bootcamp",10,4
154405,481,"Astronomy Nights",9,3
154406,482,"Robotics Club",8,3
154407,482,"Drawing Classes",2,1
154408,482,"Clay Modeling",1,1
154409,482,"Web Design",12,4
154410,482,"Game Development",11,4
154411,483,"Robotics Club",8,3
154412,483,"Science Experiments",7,3
154413,483,"Astronomy Nights",9,3
154414,483,"Web Design",12,4
154415,483,"Game Development",11,4
154416,484,"Robotics Club",8,3
154417,484,"Guitar Classes",5,2
154418,484,"Violin Training",6,2
154419,484,"Piano Lessons",4,2
154420,484,"Web Design",12,4
154421,485,"Coding Bootcamp",10,4
154422,485,"Science Experiments",7,3
154423,485,"Robotics Club",8,3
154424,485,"Astronomy Nights",9,3
154425,485,"Web Design",12,4
154426,486,"Robotics Club",8,3
154427,486,"Guitar Classes",5,2
154428,486,"Violin Training",6,2
154429,486,"Piano Lessons",4,2
154430,486,"Web Design",12,4
154431,487,"Science Experiments",7,3
154432,487,"Robotics Club",8,3
154433,487,"Astronomy Nights",9,3
154434,487,"Drawing Classes",2,1
154435,487,"Clay Modeling",1,1
154436,488,"Science Experiments",7,3
154437,488,"Robotics Club",8,3
154438,488,"Coding Bootcamp",10,4
154439,488,"Astronomy Nights",9,3
154440,488,"Web Design",12,4
154441,489,"Robotics Club",8,3
154442,489,"Web Design",12,4
154443,489,"Game Development",11,4
154444,489,"Coding Bootcamp",10,4
154445,489,"Astronomy Nights",9,3
154446,490,"Robotics Club",8,3
154447,490,"Science Experiments",7,3
154448,490,"Astronomy Nights",9,3
154449,490,"Web Design",12,4
154450,490,"Game Development",11,4
154451,491,"Robotics Club",8,3
154452,491,"Web Design",12,4
154453,491,"Game Development",11,4
154454,491,"Coding Bootcamp",10,4
154455,491,"Astronomy Nights",9,3
154456,492,"Robotics Club",8,3
154457,492,"Web Design",12,4
154458,492,"Game Development",11,4
154459,492,"Coding Bootcamp",10,4
154460,492,"Astronomy Nights",9,3
154461,493,"Robotics Club",8,3
154462,493,"Coding Bootcamp",10,4
154463,493,"Web Design",12,4
154464,493,"Game Development",11,4
154465,493,"Astronomy Nights",9,3
154466,494,"Web Design",12,4
154467,494,"Game Development",11,4
154468,494,"Coding Bootcamp",10,4
154469,494,"Astronomy Nights",9,3
154470,494,"Robotics Club",8,3
154471,495,"Robotics Club",8,3
154472,495,"Drawing Classes",2,1
154473,495,"Clay Modeling",1,1
154474,495,"Web Design",12,4
154475,495,"Game Development",11,4
154476,496,"Robotics Club",8,3
154477,496,"Science Experiments",7,3
154478,496,"Astronomy Nights",9,3
154479,496,"Web Design",12,4
154480,496,"Game Development",11,4
154481,497,"Web Design",12,4
154482,497,"Game Development",11,4
154483,497,"Coding Bootcamp",10,4
154484,497,"Astronomy Nights",9,3
154485,497,"Robotics Club",8,3
154486,498,"Robotics Club",8,3
154487,498,"Web Design",12,4
154488,498,"Game Development",11,4
154489,498,"Coding Bootcamp",10,4
154490,498,"Astronomy Nights",9,3
154491,499,"Robotics Club",8,3
154492,499,"Guitar Classes",5,2
154493,499,"Violin Training",6,2
154494,499,"Piano Lessons",4,2
154495,499,"Web Design",12,4
154496,500,"Robotics Club",8,3
154497,500,"Coding Bootcamp",10,4
154498,500,"Science Experiments",7,3
154499,500,"Astronomy Nights",9,3
154500,500,"Game Development",11,4
154501,501,"Robotics Club",8,3
154502,501,"Web Design",12,4
154503,501,"Game Development",11,4
154504,501,"Coding Bootcamp",10,4
154505,501,"Astronomy Nights",9,3
154506,502,"Robotics Club",8,3
154507,502,"Game Development",11,4
154508,502,"Coding Bootcamp",10,4
154509,502,"Web Design",12,4
154510,502,"Astronomy Nights",9,3
154511,503,"Robotics Club",8,3
154512,503,"Coding Bootcamp",10,4
154513,503,"Science Experiments",7,3
154514,503,"Astronomy Nights",9,3
154515,503,"Game Development",11,4
154516,504,"Robotics Club",8,3
154517,504,"Web Design",12,4
154518,504,"Game Development",11,4
154519,504,"Coding Bootcamp",10,4
154520,504,"Astronomy Nights",9,3
154521,505,"Robotics Club",8,3
154522,505,"Web Design",12,4
154523,505,"Game Development",11,4
154524,505,"Coding Bootcamp",10,4
154525,505,"Astronomy Nights",9,3
154526,506,"Robotics Club",8,3
154527,506,"Web Design",12,4
154528,506,"Game Development",11,4
154529,506,"Coding Bootcamp",10,4
154530,506,"Astronomy Nights",9,3
154531,507,"Robotics Club",8,3
154532,507,"Guitar Classes",5,2
154533,507,"Violin Training",6,2
154534,507,"Piano Lessons",4,2
154535,507,"Web Design",12,4
154536,508,"Robotics Club",8,3
154537,508,"Science Experiments",7,3
154538,508,"Astronomy Nights",9,3
154539,508,"Guitar Classes",5,2
154540,508,"Violin Training",6,2
154541,509,"Robotics Club",8,3
154542,509,"Web Design",12,4
154543,509,"Game Development",11,4
154544,509,"Coding Bootcamp",10,4
154545,509,"Astronomy Nights",9,3
154546,510,"Robotics Club",8,3
154547,510,"Coding Bootcamp",10,4
154548,510,"Science Experiments",7,3
154549,510,"Astronomy Nights",9,3
154550,510,"Web Design",12,4
154551,511,"Robotics Club",8,3
154552,511,"Web Design",12,4
154553,511,"Game Development",11,4
154554,511,"Coding Bootcamp",10,4
154555,511,"Astronomy Nights",9,3
154556,512,"Robotics Club",8,3
154557,512,"Web Design",12,4
154558,512,"Game Development",11,4
154559,512,"Coding Bootcamp",10,4
154560,512,"Astronomy Nights",9,3
154561,513,"Web Design",12,4
154562,513,"Game Development",11,4
154563,513,"Coding Bootcamp",10,4
154564,513,"Astronomy Nights",9,3
154565,513,"Robotics Club",8,3
154566,514,"Coding Bootcamp",10,4
154567,514,"Science Experiments",7,3
154568,514,"Robotics Club",8,3
154569,514,"Astronomy Nights",9,3
154570,514,"Web Design",12,4
154571,515,"Science Experiments",7,3
154572,515,"Robotics Club",8,3
154573,515,"Astronomy Nights",9,3
154574,515,"Drawing Classes",2,1
154575,515,"Clay Modeling",1,1
154576,516,"Science Experiments",7,3
154577,516,"Robotics Club",8,3
154578,516,"Astronomy Nights",9,3
154579,516,"Drawing Classes",2,1
154580,516,"Clay Modeling",1,1
154581,517,"Robotics Club",8,3
154582,517,"Guitar Classes",5,2
154583,517,"Violin Training",6,2
154584,517,"Piano Lessons",4,2
154585,517,"Web Design",12,4
154586,518,"Robotics Club",8,3
154587,518,"Web Design",12,4
154588,518,"Game Development",11,4
154589,518,"Coding Bootcamp",10,4
154590,518,"Astronomy Nights",9,3
154591,519,"Science Experiments",7,3
154592,519,"Robotics Club",8,3
154593,519,"Astronomy Nights",9,3
154594,519,"Drawing Classes",2,1
154595,519,"Clay Modeling",1,1
154596,520,"Robotics Club",8,3
154597,520,"Science Experiments",7,3
154598,520,"Astronomy Nights",9,3
154599,520,"Drawing Classes",2,1
154600,520,"Clay Modeling",1,1
154601,521,"Science Experiments",7,3
154602,521,"Robotics Club",8,3
154603,521,"Astronomy Nights",9,3
154604,521,"Drawing Classes",2,1
154605,521,"Clay Modeling",1,1
154606,522,"Robotics Club",8,3
154607,522,"Guitar Classes",5,2
154608,522,"Violin Training",6,2
154609,522,"Piano Lessons",4,2
154610,522,"Web Design",12,4
154611,523,"Robotics Club",8,3
154612,523,"Web Design",12,4
154613,523,"Game Development",11,4
154614,523,"Coding Bootcamp",10,4
154615,523,"Astronomy Nights",9,3
154616,524,"Coding Bootcamp",10,4
154617,524,"Robotics Club",8,3
154618,524,"Web Design",12,4
154619,524,"Game Development",11,4
154620,524,"Astronomy Nights",9,3
